feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HILIC.neg_Cluster_0707..pseudouridine	steroids	Yes	0.438353852686885	0.504914547218774	220	211	0.386417669200407	0.629549557957244
HILIC.pos_Cluster_0150..4.guanidinobutanoic.acid	mesalamine	Yes	0.27639403385478	0.31840830515114	220	209	0.386486059561282	0.629549557957244
HILIC.pos_Cluster_0295..arginine	steroids	Yes	0.326249260197944	0.377652353864618	220	220	0.388762190806935	0.632639350503383
HILIC.pos_Cluster_0913..ethyl.9.hexadecenoate	diagnosis_modified	CD	-0.353540403533989	0.409929003059116	220	220	0.389554379556527	0.633310628752717
HILIC.pos_Cluster_0245..1.methylguanine	diagnosis_modified	UC	-1.15411758950743	1.33928607808475	220	182	0.389939710143623	0.633319801869097
HILIC.neg_Cluster_0841..heptadecanoate	diagnosis_modified	UC	-0.380207359568883	0.441964235711168	220	219	0.390749231089151	0.634017234880062
C8.pos_Cluster_0988..sphingosine	mesalamine	Yes	0.30306009118157	0.353018915220756	220	186	0.391731763764754	0.634993762837327
HILIC.pos_Cluster_0090..creatine	mesalamine	Yes	-0.436693717317435	0.509854152636695	220	218	0.392819447157681	0.636138677533022
HILIC.pos_Cluster_0049..threonine	immunosuppressant	Yes	0.22069123057708	0.258250665843021	220	217	0.393892951611575	0.637258431899231
HILIC.neg_Cluster_0049..uracil	diagnosis_modified	UC	-0.390269005936808	0.457787313820466	220	218	0.395026587262466	0.637700513376478
HILIC.neg_Cluster_0166..glutamate	immunosuppressant	Yes	0.172748588387739	0.202705105896741	220	220	0.39519004376434	0.637700513376478
HILIC.neg_Cluster_0232..acesulfame	diagnosis_modified	UC	-0.927504739867221	1.08862841671245	220	115	0.395313147980383	0.637700513376478
C18.neg_Cluster_0927..alpha.muricholate	mesalamine	Yes	-0.529157473630248	0.623376366892505	220	192	0.397051953210836	0.637809676353404
C8.pos_Cluster_0341..N.oleoylethanolamine	antibiotic	Yes	0.440454247498103	0.522809835417562	220	214	0.400604084877103	0.637809676353404
C8.pos_Cluster_0554..cholestenone	mesalamine	Yes	0.318094788763303	0.377164309442434	220	220	0.400096357275397	0.637809676353404
HILIC.neg_Cluster_0073..threonine	immunosuppressant	Yes	0.260585464747683	0.30688193012595	220	220	0.396895423382687	0.637809676353404
HILIC.neg_Cluster_0087..thymine	immunosuppressant	Yes	0.253192657544889	0.300617450496409	220	220	0.400734137181275	0.637809676353404
HILIC.neg_Cluster_0105..leucine	mesalamine	Yes	-0.210512709851509	0.248947605693067	220	220	0.398856561595917	0.637809676353404
HILIC.neg_Cluster_0123..hypoxanthine	diagnosis_modified	CD	-0.286719720155758	0.338190232596119	220	218	0.397635650487186	0.637809676353404
HILIC.neg_Cluster_0232..acesulfame	antibiotic	Yes	0.970219080870601	1.14898159463081	220	115	0.399521455614669	0.637809676353404
HILIC.neg_Cluster_0324..tyrosine	mesalamine	Yes	0.213228079754233	0.251660881698338	220	220	0.397926092835303	0.637809676353404
HILIC.neg_Cluster_0707..pseudouridine	diagnosis_modified	CD	-0.52354953266649	0.618781083095178	220	211	0.398585187038365	0.637809676353404
HILIC.pos_Cluster_0008..alanine	antibiotic	Yes	0.203632987372944	0.240100011164792	220	220	0.397462710706716	0.637809676353404
HILIC.pos_Cluster_0049..threonine	antibiotic	Yes	-0.334242895906077	0.395058346961779	220	217	0.398606654037442	0.637809676353404
HILIC.pos_Cluster_0822..inosine	steroids	Yes	0.413720365680805	0.491117129760296	220	212	0.400642230831418	0.637809676353404
HILIC.pos_Cluster_1017..sphinganine	immunosuppressant	Yes	-0.230807093504712	0.273987512967022	220	220	0.400645950369231	0.637809676353404
HILIC.pos_Cluster_0134..proline.betaine	mesalamine	Yes	0.343539014657621	0.409964728352	220	217	0.403121870722876	0.640387886062626
HILIC.pos_Cluster_0184..pyridoxamine	mesalamine	Yes	0.251216462288295	0.299750725202543	220	217	0.403058873132763	0.640387886062626
HILIC.pos_Cluster_0086..N.acetylputrescine	steroids	Yes	0.518742610549274	0.620545663769425	220	216	0.404257925484216	0.641581560140507
HILIC.pos_Cluster_0374..N.acetylspermidine	mesalamine	Yes	0.265944720253032	0.322879831992303	220	220	0.411184967318372	0.651954872135974
HILIC.pos_Cluster_0590..carnosine	antibiotic	Yes	0.60390221880344	0.733954842945583	220	120	0.411672125507008	0.652107412484035
C18.neg_Cluster_0832..chenodeoxycholate	mesalamine	Yes	-0.510186820500722	0.623849794579374	220	151	0.414515532149511	0.65450078006694
HILIC.neg_Cluster_0035..serine	mesalamine	Yes	-0.25843639437391	0.316118414397055	220	218	0.414671407295856	0.65450078006694
HILIC.pos_Cluster_0066..taurine	steroids	Yes	0.445272603545332	0.543994719560663	220	219	0.414105607306799	0.65450078006694
HILIC.pos_Cluster_0657..geranyl.acetoacetate.	antibiotic	Yes	-0.300942521907284	0.368486246020681	220	217	0.415144979203131	0.65450078006694
HILIC.pos_Cluster_0658..geranyl.acetoacetate.	antibiotic	Yes	-0.291639791059921	0.356952595183228	220	217	0.414958444589495	0.65450078006694
HILIC.neg_Cluster_0069..succite	steroids	Yes	0.27264977723814	0.335026167484178	220	220	0.416790766819116	0.656474975499798
C8.pos_Cluster_0136..piperine	diagnosis_modified	CD	0.661018983664474	0.817003807423943	220	198	0.419504594807571	0.660126098244367
HILIC.pos_Cluster_0172..triethanolamine	diagnosis_modified	UC	-0.392588392558218	0.487754433800644	220	216	0.421911137826096	0.663287255319441
C8.pos_Cluster_0416..cholesterol	immunosuppressant	Yes	0.320664089015775	0.398825636778778	220	220	0.422411382112229	0.663448385464405
C8.pos_Cluster_0136..piperine	steroids	Yes	0.533398663476636	0.666660825243785	220	198	0.424670663599417	0.666369394998897
C18.neg_Cluster_0004..4.hydroxystyrene	diagnosis_modified	UC	-0.726819061523713	0.915843924626027	220	148	0.428436196832559	0.66913068943512
C18.neg_Cluster_0107..myristic.acid	diagnosis_modified	CD	-0.320546040956248	0.403288575759629	220	218	0.42772516565479	0.66913068943512
C18.neg_Cluster_0171..palmitic.acid	immunosuppressant	Yes	-0.238132162042418	0.299346979251957	220	220	0.42733353853812	0.66913068943512
C8.pos_Cluster_0123..sphingosine	antibiotic	Yes	-0.340154637741337	0.427946969810026	220	218	0.427712480787482	0.66913068943512
HILIC.pos_Cluster_0116..urocanic.acid	steroids	Yes	-0.33443103938522	0.421230067885024	220	220	0.428242594442504	0.66913068943512
HILIC.pos_Cluster_0091..leucine	diagnosis_modified	UC	0.261310061921013	0.32986782680266	220	220	0.429273070234939	0.669810552995209
C18.neg_Cluster_0164..palmitoleic.acid	mesalamine	Yes	-0.273397067786608	0.349269816634621	220	198	0.434759106767609	0.67084874140415
C18.neg_Cluster_0927..alpha.muricholate	immunosuppressant	Yes	0.459953541588224	0.586007202179592	220	192	0.433514276954036	0.67084874140415
C18.neg_Cluster_1620..arachidonic.acid	mesalamine	Yes	-0.212288240977793	0.27074554498574	220	200	0.433986061559758	0.67084874140415
HILIC.neg_Cluster_0062..alpha.ketoisovalerate	diagnosis_modified	UC	-0.444020413920347	0.564096646720098	220	211	0.432204462372174	0.67084874140415
HILIC.neg_Cluster_0201..histidine	antibiotic	Yes	-0.317344578868755	0.402539641319601	220	219	0.431492051183955	0.67084874140415
HILIC.neg_Cluster_0242..phenylalanine	antibiotic	Yes	-0.243019264816476	0.309908386388757	220	220	0.433940883151023	0.67084874140415
HILIC.neg_Cluster_0242..phenylalanine	immunosuppressant	Yes	0.159292178274897	0.202587915812284	220	220	0.432700149152005	0.67084874140415
HILIC.neg_Cluster_0242..phenylalanine	mesalamine	Yes	-0.169170370073313	0.215506769312168	220	220	0.433458916691372	0.67084874140415
HILIC.neg_Cluster_0247..L.phenyllactic.acid	antibiotic	Yes	0.477505079631881	0.606066958859128	220	214	0.431772658731201	0.67084874140415
HILIC.pos_Cluster_0009..beta.alanine	diagnosis_modified	UC	-0.681939438183941	0.872730758223202	220	203	0.435569056918882	0.67084874140415
HILIC.pos_Cluster_0089..hydroxyproline	steroids	Yes	0.294417542230407	0.373050725143286	220	220	0.430990721890309	0.67084874140415
HILIC.pos_Cluster_0167..methionine	diagnosis_modified	CD	-0.288023484887626	0.365005737739819	220	218	0.43106231206558	0.67084874140415
HILIC.pos_Cluster_0455..tryptophan	immunosuppressant	Yes	0.156605466644314	0.200089797476811	220	220	0.434812773784213	0.67084874140415
HILIC.pos_Cluster_0913..ethyl.9.hexadecenoate	antibiotic	Yes	-0.354848392562403	0.453789853304552	220	220	0.435228647228533	0.67084874140415
HILIC.neg_Cluster_0204..imidazolelactate	diagnosis_modified	CD	0.309588776080155	0.396801126734492	220	220	0.43625816866788	0.671290244776775
C18.neg_Cluster_0025..acesulfame	diagnosis_modified	UC	-0.650642261805919	0.838467265107778	220	106	0.438740434341881	0.674454626964271
HILIC.neg_Cluster_0283..shikimate	immunosuppressant	Yes	-0.398664871504518	0.514180627817296	220	165	0.43912333626091	0.674454626964271
HILIC.neg_Cluster_0015..alanine	immunosuppressant	Yes	0.184094739091339	0.238354488714796	220	220	0.440883337859101	0.674565896695065
HILIC.neg_Cluster_0035..serine	immunosuppressant	Yes	0.22942398819417	0.297168255674683	220	218	0.441074113821879	0.674565896695065
HILIC.neg_Cluster_0040..pyrocatechol	antibiotic	Yes	-0.399374409950398	0.516035417867443	220	211	0.439955767403156	0.674565896695065
HILIC.neg_Cluster_0122..erythronic.acid	antibiotic	Yes	0.278565133095767	0.360933526897378	220	220	0.44121786168724	0.674565896695065
HILIC.neg_Cluster_0192..ribitol	diagnosis_modified	CD	-0.247218615193672	0.319889969534212	220	219	0.440607562899131	0.674565896695065
C18.neg_Cluster_1081..glycolithocholic.acid	immunosuppressant	Yes	0.258545203957049	0.335983860815662	220	127	0.442562744503928	0.676002433912593
HILIC.pos_Cluster_1580..C18.2.carnitine	mesalamine	Yes	0.387417928524922	0.507821650107266	220	158	0.446488578375279	0.68137506745651
C18.neg_Cluster_0250..oleic.acid	mesalamine	Yes	0.29453374096442	0.388186665860176	220	220	0.448966974500599	0.683660344799574
C18.neg_Cluster_0833..deoxycholic.acid	mesalamine	Yes	0.407077309857848	0.536279305508728	220	213	0.448767355999316	0.683660344799574
HILIC.pos_Cluster_1017..sphinganine	steroids	Yes	-0.234283225737346	0.308947925285338	220	220	0.449215670204037	0.683660344799574
HILIC.neg_Cluster_0034..alpha.hydroxybutyrate	antibiotic	Yes	0.375985914483019	0.497871908301737	220	220	0.451092564543678	0.685890973253286
HILIC.pos_Cluster_1160..linoleoyl.ethanolamide	steroids	Yes	-0.277603888952356	0.368086622286488	220	214	0.451694354712463	0.686180495136965
C18.neg_Cluster_1680..maslinic.acid	immunosuppressant	Yes	0.332365064772477	0.443286045222659	220	175	0.454337154945467	0.689567219698853
HILIC.neg_Cluster_0401..glucurote	diagnosis_modified	UC	-0.450817074914061	0.602706200012879	220	200	0.45541200760337	0.689942986995842
HILIC.pos_Cluster_0246..7.methylguanine	steroids	Yes	0.303858763551823	0.405996245913956	220	218	0.455147652006398	0.689942986995842
C18.neg_Cluster_1060..chenodeoxycholate	mesalamine	Yes	-0.333375609853541	0.447927646903007	220	118	0.457657109030181	0.692715116027534
HILIC.neg_Cluster_0120..adenine	antibiotic	Yes	-0.404074810050983	0.545001419290411	220	220	0.459374061357262	0.694683530683512
C18.neg_Cluster_0563..palmitoylethanolamide	antibiotic	Yes	-0.344338270871419	0.465692454767954	220	208	0.460589418947069	0.695890535148289
HILIC.pos_Cluster_0167..methionine	diagnosis_modified	UC	-0.282409987722744	0.382835692183243	220	218	0.461638933118578	0.696845013974469
HILIC.pos_Cluster_0049..threonine	mesalamine	Yes	-0.201902760293006	0.274719084035175	220	217	0.463300061992467	0.698284463664098
HILIC.pos_Cluster_0254..3.methylxanthine	mesalamine	Yes	0.393747276180828	0.535908100443279	220	180	0.463429796928151	0.698284463664098
HILIC.neg_Cluster_0187..xanthine	diagnosis_modified	UC	-0.309312592513698	0.422162331497839	220	219	0.464672047131684	0.699524345320983
HILIC.pos_Cluster_0108..hypoxanthine	immunosuppressant	Yes	0.15131689633984	0.206953060175851	220	220	0.465598286657373	0.700286692646075
HILIC.pos_Cluster_0033..histamine	diagnosis_modified	UC	0.490641657871236	0.671797171555098	220	209	0.466100081723845	0.700409852536372
C18.neg_Cluster_1385..maslinic.acid	immunosuppressant	Yes	0.344293178689655	0.473614132503835	220	181	0.468171313925587	0.702415767435592
HILIC.neg_Cluster_0372..N.acetylglutamate	immunosuppressant	Yes	-0.150599940479185	0.207413163034146	220	220	0.4686982908608	0.702415767435592
HILIC.pos_Cluster_0038..N.acetylputrescine	immunosuppressant	Yes	0.418285810246205	0.575698401635657	220	199	0.468402129715698	0.702415767435592
C8.pos_Cluster_0123..sphingosine	mesalamine	Yes	-0.215615739122061	0.29758945853437	220	218	0.469644131290924	0.702570772191266
HILIC.pos_Cluster_0914..8.hydroxy.deoxyguanosine	mesalamine	Yes	0.32951917316642	0.454541353979296	220	209	0.469394500232452	0.702570772191266
C18.neg_Cluster_0591..eicosatrienoic.acid	mesalamine	Yes	0.251344559727255	0.348519084467312	220	119	0.471705043509807	0.705021516643691
C18.neg_Cluster_0090..acetytyrosine	steroids	Yes	0.212501849150276	0.296078377495765	220	204	0.47382941070442	0.707562629413583
HILIC.pos_Cluster_1486..C16.carnitine	immunosuppressant	Yes	-0.336135409911307	0.470075871724733	220	189	0.475464658032294	0.709369454023136
HILIC.pos_Cluster_0384..N.acetylglutamic.acid	immunosuppressant	Yes	-0.175449469743355	0.246710651044563	220	220	0.477879164746323	0.712334626270659
C18.neg_Cluster_1292..chenodeoxycholate	mesalamine	Yes	-0.311411006494471	0.441331064945635	220	195	0.481308705176292	0.716806178780407
HILIC.pos_Cluster_0099..asparagine	immunosuppressant	Yes	0.382674444953883	0.542978561156908	220	176	0.481835564541554	0.716950688363348
HILIC.neg_Cluster_1403..cholate	immunosuppressant	Yes	0.334554185811827	0.476038497581837	220	219	0.483066478753243	0.718141610125142
C18.neg_Cluster_0506..adrenic.acid	immunosuppressant	Yes	-0.326729843238231	0.46621340293811	220	188	0.484293591504951	0.719293890597127
HILIC.pos_Cluster_0927..piperine	immunosuppressant	Yes	0.351378532312987	0.501856719655506	220	217	0.484704036589431	0.719293890597127
HILIC.pos_Cluster_0113..trigonelline	diagnosis_modified	UC	0.421382986606382	0.604065621666678	220	218	0.486312103055614	0.721038744797124
HILIC.neg_Cluster_0480..1.3.7.trimethylurate	antibiotic	Yes	-0.492547736325722	0.708226775257975	220	212	0.487631211394834	0.722352451693235
C18.neg_Cluster_0079..undecanedionate	mesalamine	Yes	0.211448324064144	0.304838677743831	220	213	0.48877327581461	0.722760482321604
C18.neg_Cluster_0256..stearic.acid	immunosuppressant	Yes	-0.314481867963315	0.452997869478861	220	220	0.488408089458805	0.722760482321604
HILIC.neg_Cluster_0740..deoxyinosine	diagnosis_modified	UC	-0.450771175520965	0.654050309300847	220	211	0.491556558313796	0.724948133746607
HILIC.pos_Cluster_0038..N.acetylputrescine	mesalamine	Yes	0.42232940954253	0.612410183189992	220	199	0.491293577346719	0.724948133746607
HILIC.pos_Cluster_0151..butyrobetaine	diagnosis_modified	UC	0.267610690837922	0.387598489210919	220	220	0.490782738094463	0.724948133746607
HILIC.neg_Cluster_0173..methionine	diagnosis_modified	CD	0.252173554342925	0.366584064503371	220	218	0.492372074768013	0.72550938225534
C18.neg_Cluster_0025..acesulfame	mesalamine	Yes	0.420500765234259	0.615385281342795	220	106	0.495259367341275	0.725620883662577
C8.pos_Cluster_0416..cholesterol	mesalamine	Yes	0.289606486177964	0.424258397429305	220	220	0.495697434445411	0.725620883662577
C8.pos_Cluster_0705..cholestenone	immunosuppressant	Yes	-0.251609390256817	0.369165190904839	220	125	0.496362966582134	0.725620883662577
HILIC.neg_Cluster_0290..arginine	diagnosis_modified	UC	-0.298331115845227	0.435540077992252	220	217	0.494216666263423	0.725620883662577
HILIC.neg_Cluster_0707..pseudouridine	immunosuppressant	Yes	-0.307181965917576	0.447778637534379	220	211	0.493559128328343	0.725620883662577
HILIC.neg_Cluster_0824..inosine	diagnosis_modified	CD	-0.407836143735276	0.597492028895505	220	203	0.495721461340646	0.725620883662577
HILIC.pos_Cluster_0172..triethanolamine	immunosuppressant	Yes	-0.230321148664302	0.336523067432511	220	216	0.494565574711198	0.725620883662577
HILIC.pos_Cluster_0455..tryptophan	steroids	Yes	0.153781863264083	0.225620967655795	220	220	0.496343595099816	0.725620883662577
HILIC.pos_Cluster_0728..2.deoxyadenosine	immunosuppressant	Yes	0.331848735366732	0.486014667038789	220	164	0.495585469632072	0.725620883662577
HILIC.neg_Cluster_0066..valine	immunosuppressant	Yes	0.172749972099256	0.254542108046829	220	220	0.498190815222683	0.726480965771293
HILIC.neg_Cluster_0103..acetylalanine	diagnosis_modified	UC	0.189623184387401	0.279731873515945	220	220	0.49869346870991	0.726480965771293
HILIC.neg_Cluster_0242..phenylalanine	steroids	Yes	0.15498454056148	0.22843784229546	220	220	0.498327179635021	0.726480965771293
HILIC.pos_Cluster_0936..diacetylspermine	mesalamine	Yes	0.310421092842071	0.457603914131242	220	210	0.498385305212733	0.726480965771293
HILIC.neg_Cluster_0201..histidine	diagnosis_modified	CD	-0.245951421384871	0.363632356819519	220	219	0.499643509157861	0.727229819611966
C18.neg_Cluster_0361..eicosatrienoic.acid	mesalamine	Yes	0.270018654456058	0.399930054414456	220	206	0.500409576663475	0.72770982901018
C18.neg_Cluster_0515..palmitoylethanolamide	antibiotic	Yes	-0.314648673847232	0.46704851878998	220	134	0.501340977888536	0.727795257718084
HILIC.pos_Cluster_0116..urocanic.acid	mesalamine	Yes	0.267966876327993	0.397385696497847	220	220	0.500942310571896	0.727795257718084
C18.neg_Cluster_0045..azelate	mesalamine	Yes	0.189631422115577	0.284342198654353	220	220	0.505654368599222	0.731103299576611
HILIC.neg_Cluster_0066..valine	antibiotic	Yes	-0.25964590058052	0.389385189420081	220	220	0.505719884335	0.731103299576611
HILIC.pos_Cluster_0007..putrescine	immunosuppressant	Yes	0.253421201083253	0.380131882055116	220	208	0.50581127560636	0.731103299576611
HILIC.pos_Cluster_0248..phenylalanine	diagnosis_modified	CD	0.176131159235274	0.263350333386158	220	220	0.504446334673435	0.731103299576611
HILIC.pos_Cluster_0333..tyrosine	diagnosis_modified	UC	-0.207977302924944	0.311708463078156	220	220	0.505460202706067	0.731103299576611
HILIC.neg_Cluster_0328..homovanillate	diagnosis_modified	UC	0.507910502147467	0.7638625162539	220	198	0.506922702990221	0.732075384058605
HILIC.pos_Cluster_0248..phenylalanine	immunosuppressant	Yes	0.126273847686743	0.190572492759511	220	220	0.508405262220143	0.733581295314186
